OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
1307277,04092010167,Cloos Coney Island,2233-102 AVENT FERRY RD ,,RALEIGH,NC,27606-2138,(919) 834-3354,1991/04/19 00:00:00+00,Restaurant,3601,-78.6777461,35.7779645,M
1307278,04092025164,Corporate Caterers,6405 WESTGATE RD ,,RALEIGH,NC,27617,(919) 410-3057,2018/03/08 00:00:00+00,Food Stand,3616,-78.7609413,35.90121976,M
1307279,04092018311,China Wok,2720 Lake Wheeler RD ,,RALEIGH,NC,27603,(919) 821-3038,2020/01/28 00:00:00+00,Restaurant,3618,-78.68034061,35.74405959,M
1307280,04092017791,Justin's Grill,1322-A E MILLBROOK RD ,,RALEIGH,NC,27609,(919) 876-2007,2018/02/21 00:00:00+00,Restaurant,3615,-78.61519508,35.85055046,M
1307281,04092011132,Bojangles,1400 N MAIN ST ,,FUQUAY VARINA,NC,27526-8901,(919) 557-0749,1992/08/10 00:00:00+00,Restaurant,3627,-78.77334916,35.59221914,M
1307282,04092015058,Bojangles #39,1581 E Williams ST ,,APEX,NC,27502,(919) 362-6796,2008/02/01 00:00:00+00,Restaurant,3631,-78.83501432,35.70601048,M
1307283,04092012198,Windsor Point Restaurant,1221 BROAD ST,,FUQUAY VARINA,NC,27526-3602,(919) 552-4580,1998/02/27 00:00:00+00,Restaurant,3642,-78.80163084,35.59974785,T
1307284,04092016210,GARNER RD STOP N GO,2121 GARNER RD ,,RALEIGH,NC,27610,(919) 412-9458,2012/06/25 00:00:00+00,Restaurant,3670,-78.63080238,35.75168625,M
1307285,04092030485,Dubz Grub (WCID #775),2201 S WILMINGTON ST,,RALEIGH,NC,27603-2559,(919) 539-6022,2020/07/06 00:00:00+00,Mobile Food Units,3674,-78.63902655,35.752054,M
1307286,04092018034,Benchwarmers Bagels,500-107 E Davie ST ,,RALEIGH,NC,27601,(984) 232-8122,2019/01/23 00:00:00+00,Restaurant,3668,-78.63247092,35.77531669,M
1307287,04092021880,FOOD LION #341 PRODUCE,114 WAKELON ST ,,ZEBULON,NC,27597,(919) 269-6122,2015/09/16 00:00:00+00,Food Stand,3683,-78.31858381,35.83228812,M
1307288,04092021878,FOOD LION #247 PRODUCE,4510 CAPITAL BLVD ,,RALEIGH,NC,28145,(919) 876-8126,2015/09/18 00:00:00+00,Food Stand,3684,-78.57896604,35.84571366,M
1307289,04092021877,FOOD LION #1557 PRODUCE,4827 GROVE BARTON RD ,,RALEIGH,NC,27613,(919) 781-4437,2015/09/17 00:00:00+00,Food Stand,3685,-78.71866323,35.869194,M
1307290,04092017551,"RUCKUS PIZZA, PASTA & SPIRITS APEX",1055 PINE PLAZA DR ,,APEX,NC,27523,(919) 446-6333,2017/03/13 00:00:00+00,Restaurant,3702,-78.82904737,35.74743591,M
1307291,04092015713,WING STOP # 527,1721-112 NEW HOPE CHURCH RD ,,RALEIGH,NC,27609,(919) 872-8856,2010/09/13 00:00:00+00,Restaurant,3686,-78.61222144,35.83674654,M
1307292,04092016150,DAIRY QUEEN ORANGE JULIUS,8321 BRIER CREEK PKY ,STE 101,RALEIGH,NC,27617,(919) 484-2230,2012/05/04 00:00:00+00,Restaurant,3704,-78.78334742,35.90685073,M
1307293,04092300251,HARRIS TEETER #353 MEAT & SEAFOOD,13686 CAPITAL  BLVD ,,WAKE FOREST,NC,27587,(919) 554-3608,2011/02/04 00:00:00+00,Meat Market,3706,-78.51867461,36.00548951,M
1307294,04092030247,VIRGIL'S JAMAICA (WCID #443),2101  S Main ST ,,Wake Forest,NC,27587,(919) 562-5570,2012/11/19 00:00:00+00,Mobile Food Units,3712,-78.53310077,35.94802112,M
1307295,04092012252,Jacks Seafood Restaurant,1516 NEW BERN AVE ,,RALEIGH,NC,27610-2536,(919) 755-1551,1998/06/02 00:00:00+00,Restaurant,3731,-78.61632038,35.7797367,M
1307296,04092010076,The Border Restaurant,712 N Main St,,WAKE FOREST,NC,27587,(919) 556-2125,1991/04/29 00:00:00+00,Restaurant,3738,-78.50485152,35.98936616,M
1307297,04092020857,Sam's Club #6570 Deli,3001 Calvary DR ,,RALEIGH,NC,27604-2801,(919) 874-0112,1998/12/18 00:00:00+00,Food Stand,3746,-78.58500406,35.84648464,M
1307298,04092015089,BRUEGGERS BAGELS #143,7550-106 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 848-4902,2008/03/28 00:00:00+00,Restaurant,3769,-78.67969753,35.88944343,M
1307299,04092030388,The Spiedie Turtle (WCID #677),2161 S Wilmington ST ,,RALEIGH,NC,27603,(206) 200-9267,2019/01/22 00:00:00+00,Mobile Food Units,3779,-78.64171063,35.75324624,M
1307300,04092018392,ACADEMY STREET BISTRO,200 S ACADEMY ST ,STE 100,CARY,NC,27511,(919) 377-0509,2020/06/30 00:00:00+00,Restaurant,3788,-78.78170139,35.78644735,M
1307301,04092017796,Osteria G,5160 Sunset Lake RD ,,HOLLY SPRINGS,NC,27539,(984) 229-7480,2018/02/16 00:00:00+00,Restaurant,3783,-78.79910505,35.66774596,M
1307302,04092015523,BOCCI TRATTORIA & PIZZERIA,2425 KILDAIRE FARM  RD ,STE 201,CARY,NC,27518,(919) 803-5358,2009/11/19 00:00:00+00,Restaurant,3789,-78.77660452,35.72829274,M
1307303,04092012057,Waraji Japanese Restaurant,5910 DURALEIGH RD ,Ste 147,RALEIGH,NC,27612-2580,(919) 783-1883,1997/06/09 00:00:00+00,Restaurant,3807,-78.7119967,35.8587201,M
1307304,04092017332,OFF THE HOOK SEAFOOD RESTAURANT,308 SOUTHTOWN CIR ,,ROLESVILLE,NC,27571,(919) 263-1868,2016/09/27 00:00:00+00,Restaurant,3829,-78.47039569,35.91648377,M
1307305,04092011179,RED DRAGON CHINESE RESTAURANT,2513 FAIRVIEW RD,,RALEIGH,NC,27608,(919) 782-1102,1992/10/08 00:00:00+00,Restaurant,3795,-78.65461085,35.80920928,M
1307306,04092012875,Ruckus Pizza,2233 AVENT FERRY RD ,,RALEIGH,NC,27606-2138,(919) 835-2002,1999/02/18 00:00:00+00,Restaurant,3830,-78.67605091,35.77835817,M
1307307,04092015059,Jimmy John's #895,8204 Tryon Woods  DR ,Ste 118,RALEIGH,NC,27518,(919) 859-7377,2008/02/20 00:00:00+00,Restaurant,3863,-78.74169613,35.74700826,M
1307308,04092011399,Bojangles,1209 LAURA VILLAGE RD ,,APEX,NC,27523-7140,(919) 362-1416,1993/12/02 00:00:00+00,Restaurant,3882,-78.83663534,35.74916947,M
1307309,04092110022,Sanderson High Sch. Cafeteria,5500 DIXON DR ,,RALEIGH,NC,27609-4202,(919) 881-4800 ext. 24820,1991/05/01 00:00:00+00,Public School Lunchrooms,3906,-78.64657305,35.86106088,M
1307310,04092010072,Bojangles #11,7525 Knightdale Blvd,,KNIGHTDALE,NC,27545-9274,(919) 266-2768,1991/05/01 00:00:00+00,Restaurant,3907,-78.47567038,35.79946062,M
1307311,04092010035,Ashworth Rexall Drug,105 W CHATHAM ST,,CARY,NC,27511-3331,(919) 467-1834,1991/05/02 00:00:00+00,Restaurant,3908,-78.78142086,35.78714267,M
1307312,04092010218,Denny's Restaurant,3215 Wake Forest Rd ,,RALEIGH,NC,27609-7446,(919) 876-9556,1991/04/05 00:00:00+00,Restaurant,3910,-78.6209672,35.82707648,M
1307313,04092010274,Franks Pizza Restaurant,2030 NEW BERN AVE ,,RALEIGH,NC,27610-2429,(919) 231-8990,1991/04/25 00:00:00+00,Restaurant,3920,-78.60562461,35.778714,M
1307314,04092110112,Lufkin Middle School Cafeteria,1002 LUFKIN RD ,,APEX,NC,27539-8160,(919) 363-1090,1998/09/14 00:00:00+00,Public School Lunchrooms,3964,-78.83012663,35.71965767,M
1307315,04092110116,Reedy Creek Elem. Cafeteria,940 REEDY CREEK RD ,,CARY,NC,27513-3046,(919) 380-3660 ext. 21684,1999/08/04 00:00:00+00,Public School Lunchrooms,3966,-78.7681835,35.81273345,M
1307316,04092017662,CULVER'S OF WAKE FOREST,2819 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 435-1053,2017/08/14 00:00:00+00,Restaurant,4000,-78.52437345,35.95309222,M
1307317,04092017340,BURGER KING #1094,6300 Capital BLVD ,,RALEIGH,NC,27616-3048,(919) 872-6307,2016/10/17 00:00:00+00,Restaurant,4001,-78.57966996,35.87091963,M
1307318,04092016625,CILANTRO INDIAN CAFE',107 EDINBURGH SOUTH DR ,STE 107,CARY,NC,27511,(919) 234-1264,2014/02/21 00:00:00+00,Restaurant,4002,-78.79792507,35.7367619,M
1307319,04092021700,JET'S PIZZA,1253 NW MAYNARD RD ,,CARY,NC,27513,(919) 469-4949,2012/01/25 00:00:00+00,Food Stand,4003,-78.81241463,35.78438636,M
1307320,04092018443,Di Fara,111 E CHATHAM ST,,CARY,NC,27511,(919) 678-5300,2020/09/15 00:00:00+00,Restaurant,4006,-78.78052303,35.78769406,M
1307321,04092040381,Wicked Links #4 (WCID #728),1101 BEAVER CREEK COMMONS DR,,APEX,NC,27502-3920,(919) 855-8548,2020/02/25 00:00:00+00,Pushcarts,4027,-78.87546661,35.74471718,M
1307322,04092015917,THAI CAFE #2,3309 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 453-1679,2011/03/23 00:00:00+00,Restaurant,4031,-78.51539337,35.95073316,M
1307323,04092017327,Chipotle  #2822,1081 PINE PLAZA DR ,,APEX,NC,27502,(919) 362-5435,2016/09/20 00:00:00+00,Restaurant,4032,-78.82939266,35.74657076,M
1307324,04092011788,Taco Bell,2748 Capital BLVD ,,RALEIGH,NC,27604-1510,(919) 832-6450,1995/12/14 00:00:00+00,Restaurant,4038,-78.59785676,35.8172971,M
1307325,04092011784,Taco Bell,8801 SIX FORKS RD ,,RALEIGH,NC,27615-2970,(919) 870-9107,1995/12/05 00:00:00+00,Restaurant,4040,-78.65211984,35.89979375,M
1307326,04092018154,Wegmans #108 - Main Kitchen,1200 WAKE TOWNE DR,,RALEIGH,NC,27609,(984) 960-5600,2019/08/23 00:00:00+00,Restaurant,4045,-78.62082753,35.82131925,M
1307327,04092017944,Chipotle #3212,11700 Retail DR ,,WAKE FOREST,NC,27587,(919) 562-0004,2018/08/22 00:00:00+00,Restaurant,4047,-78.5434927,35.96629568,M
1307328,04092017445,METRO DINER #3002,6325-73 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 578-9053,2016/09/30 00:00:00+00,Restaurant,4043,-78.62102418,35.86869281,M
1307329,04092018504,Earth To Us,2893 JONES FRANKLIN RD,,RALEIGH,NC,27606,(919) 809-8622,2020/12/16 00:00:00+00,Restaurant,4049,-78.73666365,35.74405443,M
1307330,04092020612,Harris Teeter #26 Deli,7400 CREEDMOOR RD,,RALEIGH,NC,27613-1639,(919) 848-1464,1994/05/24 00:00:00+00,Food Stand,4050,-78.67820041,35.88787167,M
1307331,04092021915,FOOD LION #2638 PRODUCE,6209 ROCK QUARRY RD ,,RALEIGH,NC,27610,(919) 722-5894,2015/11/12 00:00:00+00,Food Stand,4063,-78.54796019,35.72312495,M
1307332,04092018544,Masa Sushi & Ramen,2757 NC 55 HWY,,CARY,NC,27519,,2021/02/24 00:00:00+00,Restaurant,4064,-78.87279058,35.78531342,M
1307333,04092010795,Watkins Grill,1625 Wake Forest Rd,,RALEIGH,NC,27604-1332,(919) 834-0467,1991/05/01 00:00:00+00,Restaurant,4069,-78.62518779,35.80177768,M
1307334,04092010237,El Dorado Mexican Restaurant,2811 Brentwood Rd,,RALEIGH,NC,27604-3225,(919) 821-3735,1991/05/02 00:00:00+00,Restaurant,4073,-78.59615202,35.81727946,M
1307335,04092110034,Oberlin Middle School Cafeteria,2816 OBERLIN RD ,,RALEIGH,NC,27608-1220,(919) 881-4860 ext. 23337,1991/09/16 00:00:00+00,Public School Lunchrooms,4082,-78.6566335,35.81366204,M
1307336,04092011923,Pauls Cash Grocery &Services,7301 POOLE RD,,RALEIGH,NC,27610-9366,(919) 266-2624,1996/08/28 00:00:00+00,Restaurant,4089,-78.51538485,35.75733791,M
1307337,04092011895,Fiesta Mexicana,2839 Jones Franklin RD ,,RALEIGH,NC,27606-4346,(919) 859-1303,1996/07/03 00:00:00+00,Restaurant,4090,-78.73773412,35.74361197,M
1307338,04092030317,MOONRUNNERS SALOON (WCID #577),7237 BLANEY BLUFFS LN ,,RALEIGH,NC,27606,(919) 662-5119,2016/11/15 00:00:00+00,Mobile Food Units,4094,-78.71942174,35.69622461,M
1307339,04092021912,FOOD LION #1079 PRODUCE,5621 LOUISBURG RD ,,RALEIGH,NC,27616,(919) 981-0402,2015/11/18 00:00:00+00,Food Stand,4096,-78.55796888,35.85459972,M
1307340,04092025281,Harris Teeter #494 Meat/Seafood,1273 NW MAYNARD RD,,CARY,NC,27513,,2019/08/26 00:00:00+00,Food Stand,4097,-78.81193845,35.78534681,M
1307341,04092030448,NC Burger (WCID #731),10125 DIVISION DR ,,RALEIGH,NC,27603-5664,(919) 614-0959,2019/11/05 00:00:00+00,Mobile Food Units,4100,-78.7114342,35.63398295,M
1307342,04092016833,SUBWAY #3151,311 CROSSROADS BLVD ,,CARY,NC,27518,(919) 851-9594,2014/12/31 00:00:00+00,Restaurant,4101,-78.73871452,35.76064286,M
1307343,04092050015,Cary Academy Cafeteria,1500 N HARRISON AVE ,,CARY,NC,27513-5549,(919) 228-4696,1997/09/15 00:00:00+00,Private School Lunchrooms,4126,-78.76821342,35.81996762,M
1307344,04092017674,SERGIO'S PIZZA,7440 LOUISBURG RD ,STE 135,RALEIGH,NC,27616,(919) 876-3116,2017/08/31 00:00:00+00,Restaurant,4159,-78.53977,35.87454018,M
1307345,04092021597,SHISH KABOB CITY PLAZA,438 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 833-4005,2009/11/20 00:00:00+00,Food Stand,4177,-78.63936414,35.77440995,M
1307346,04092018268,COMFORT INN OF FUQUAY BREAKFAST,7616 PURFOY RD ,,FUQUAY VARINA,NC,27526,(919) 557-9000,2019/12/13 00:00:00+00,Restaurant,4184,-78.77411286,35.59000199,M
1307347,04092021887,FOOD LION #1459 PRODUCE,1508 BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 577-1000,2015/09/25 00:00:00+00,Food Stand,4181,-78.80356197,35.60352165,T
1307348,04092016663,BOJANGLES #5,3301 S WILMINGTON ST ,,RALEIGH,NC,27603,(919) 772-4512,2014/04/08 00:00:00+00,Restaurant,4186,-78.64980268,35.73506324,M
1307349,04092010775,Upper Deck,329 N HARRISON AVE,,CARY,NC,27513-4560,(919) 460-1786,1991/05/06 00:00:00+00,Restaurant,4189,-78.78374109,35.78994545,M
1307350,04092016825,SMASHBURGER,6679-105 FALLS OF NEUSE ROAD,,RALEIGH,NC,27615,(919) 870-9230,2014/12/03 00:00:00+00,Restaurant,4185,-78.62317377,35.87493875,M
1307351,04092010663,Siemens Cafeteria,7000 SIEMENS RD ,,WENDELL,NC,27591-8309,(919) 365-2491,1991/05/02 00:00:00+00,Restaurant,4195,-78.39510606,35.81453882,M
1307352,04092010873,Koi Asian Grill and Sushi ,126 E Millbrook RD ,,RALEIGH,NC,27609,(919) 848-4663,1991/10/28 00:00:00+00,Restaurant,4220,-78.64059702,35.85499105,M
1307353,04092110120,Wildwood Forest Elem. Sch. Cafeteria,8401 Wildwood Forest Dr ,,RALEIGH,NC,27616-5700,(919) 713-0600 ext. 24271,1999/08/13 00:00:00+00,Public School Lunchrooms,4227,-78.55112468,35.89352252,M
1307354,04092011678,McDonald's #14961,4413 Capital BLVD ,,RALEIGH,NC,27604-4314,(919) 878-0155,1995/04/22 00:00:00+00,Restaurant,4252,-78.58053149,35.84413369,M
1307355,04092016117,JASMIN BISTRO,3801 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 835-1626,2012/02/29 00:00:00+00,Restaurant,4275,-78.68856288,35.79387274,M
1307356,04092110527,Garner High School Cafeteria,2101 Spring DR ,,GARNER,NC,27529,(919) 662-2379 ext. 23590,2018/06/28 00:00:00+00,Public School Lunchrooms,4279,-78.63736647,35.70995766,M
1307357,04092110526,Vandora Springs Elementary School Cafeteria,1300 Vandora Springs RD ,,GARNER,NC,27529,,2018/07/23 00:00:00+00,Public School Lunchrooms,4280,-78.62840113,35.699067,M
1307358,04092010870,Taylor's Convenience Store,10005 SIX FORKS RD ,,RALEIGH,NC,27615-1636,(919) 847-3069,1992/01/17 00:00:00+00,Restaurant,4311,-78.65047039,35.91579035,M
1307359,04092011948,Starbucks Coffee # 8217,6282 GLENWOOD AVE ,#104 STE 104,RALEIGH,NC,27612-2651,(919) 785-0111,1996/10/18 00:00:00+00,Restaurant,4323,-78.70313649,35.85876954,M
1307360,04092012930,PTA Of Wake Forest,12277 CAPITAL BLVD ,,WAKE FOREST,NC,27587-6200,(919) 554-1400,1999/05/17 00:00:00+00,Restaurant,4328,-78.54097555,35.98087356,M
1307361,04092025308,Curry Pizza Kitchen,3735 Davis DR ,Suite 121,MORRISVILLE,NC,27560,(919) 234-1607,2020/02/17 00:00:00+00,Food Stand,4334,-78.85587925,35.8337549,M
1307362,04092300121,Sam's Club #6570 Meat Market,3001 Calvary DR ,,RALEIGH,NC,27604-2801,(919) 874-0112,1998/05/14 00:00:00+00,Meat Market,4345,-78.58500406,35.84648464,M
1307363,04092012834,Mcdonald's #18969,1305 E WILLIAMS ST,,APEX,NC,27502-2188,(919) 362-5890,1998/11/16 00:00:00+00,Restaurant,4347,-78.84062903,35.71592776,M
1307364,04092020713,Harris Teeter #257 Produce,2080 KILDAIRE FARM RD ,,CARY,NC,27511-6614,(919) 233-9483,1996/02/16 00:00:00+00,Food Stand,4350,-78.78068706,35.73567462,M
1307365,04092021902,REAL FOOD CENTRAL,3222 WELLINGTON CT ,SUITE 106,RALEIGH,NC,27605,(919) 358-4138,2015/10/30 00:00:00+00,Food Stand,4387,-78.57835538,35.88649841,M
1307366,04092110504,APEX FRIENDSHIP HIGH SCHOOL CAFETERIA,7901 HUMIE OLIVE RD ,,APEX,NC,27502,(919) 694-0500 ext. 20009,2015/05/22 00:00:00+00,Public School Lunchrooms,4389,-78.91098202,35.70021278,M
1307367,04092011381,McDonald's #7618,1567 Us 70 Hwy E,,GARNER,NC,27529,(919) 772-9496,1993/09/01 00:00:00+00,Restaurant,4356,-78.55377531,35.68895612,M
1307368,04092110110,Southeast Raleigh H.S.Cafeteria,2600 ROCK QUARRY RD ,,RALEIGH,NC,27610-5102,(919) 856-2800 ext. 24980,1997/07/28 00:00:00+00,Public School Lunchrooms,4393,-78.604097,35.74534841,M
1307369,04092011428,NC Seafood Restaurant,1201 AGRICULTURE ST ,,RALEIGH,NC,27603-2366,(919) 833-4661,1994/01/31 00:00:00+00,Restaurant,4403,-78.6633093,35.76445694,M
1307370,04092300049,Fresh Market Seafood and Meat Market,400 WOODBURN RD,,RALEIGH,NC,27605-1324,(919) 828-7888,1991/08/26 00:00:00+00,Meat Market,4434,-78.65855965,35.78994083,M
1307371,04092011314,Revenue Bldg. Cafeteria,305 N Wilmington St ,,RALEIGH,NC,27601,,1993/07/15 00:00:00+00,Restaurant,4399,-78.63797158,35.78415378,M
1307372,04092110093,Durant Road Elem. Cafeteria,9901 DURANT RD ,YEAR ROUND,RALEIGH,NC,27614-9369,(919) 870-4210,1992/07/02 00:00:00+00,Public School Lunchrooms,4440,-78.58044482,35.8996083,M
1307373,04092017443,PNC CLUB 220-A (GRILL SIDE),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300,2016/09/28 00:00:00+00,Restaurant,4444,-78.7229363,35.8032419,M
1307374,04092014667,Tangerine Cafe,2422 SW Cary PKY ,,CARY,NC,27513,(919) 468-8688,2006/08/21 00:00:00+00,Restaurant,4493,-78.82085718,35.76363975,M
1307375,04092010685,St. Augustine's University Cafeteria,1315 Oakwood Ave ,,RALEIGH,NC,27610-2247,(919) 821-7646,1991/10/17 00:00:00+00,Restaurant,4502,-78.61949307,35.78808582,M
1307376,04092020813,Papa Johns Pizza #1625,6510 GLENWOOD AVE ,,RALEIGH,NC,27612-7156,(919) 786-9900,1997/07/27 00:00:00+00,Food Stand,4509,-78.70609774,35.86074545,M
1307377,04092020818,Han-Dee Hugo's #60,2581 GORMAN ST ,,RALEIGH,NC,27606-4673,(919) 859-5272,1997/11/04 00:00:00+00,Food Stand,4511,-78.69957038,35.7568828,M
1307378,04092020927,BJ's Wholesale Club Deli & Meat Market,2370 WALNUT ST ,,CARY,NC,27518,(919) 854-2777,2000/03/31 00:00:00+00,Food Stand,4525,-78.74427315,35.75323584,M
1307379,04092050018,Cardinal Gibbons School Cafeteria,1401 EDWARDS MILL RD,,RALEIGH,NC,27607-3616,(919) 834-1625,2000/08/11 00:00:00+00,Private School Lunchrooms,4526,-78.72901246,35.8026036,M
1307380,04092300143,Food Lion #938 Meat Market,517 N MAIN ST,,HOLLY SPRINGS,NC,27540-9397,(919) 557-1175,2000/07/01 00:00:00+00,Meat Market,4528,-78.83687096,35.65966057,M
1307381,04092110123,Salem Elementary Sch. Cafeteria,6116 OLD JENKS RD ,,APEX,NC,27523-8242,(919) 363-2970,2000/08/18 00:00:00+00,Public School Lunchrooms,4530,-78.85003935,35.75603203,M
1307382,04092012848,Taco Bell #020165,2101 WALNUT ST,,CARY,NC,27511-9207,(919) 852-0680,1998/12/15 00:00:00+00,Restaurant,4552,-78.74089813,35.75662681,M
1307383,04092012858,Wang's Kitchen,3416 POOLE RD ,,RALEIGH,NC,27610-2918,(919) 250-0902,1999/01/19 00:00:00+00,Restaurant,4553,-78.57953261,35.76724571,M
1307384,04092013006,Bojangles,2620 Atlantic Ave,,RALEIGH,NC,27604-1502,(919) 546-9701,1999/09/08 00:00:00+00,Restaurant,4561,-78.61499718,35.81836916,M
1307385,04092011518,Lilly's Pizza,1813 GLENWOOD AVE,,RALEIGH,NC,27608-2323,(919) 833-0226,1994/07/22 00:00:00+00,Restaurant,4562,-78.64652735,35.80484826,M
1307386,04092020848,Domino's,9825-E Chapel Hill Road ,,MORRISVILLE,NC,27560,(919) 319-7000,1998/09/17 00:00:00+00,Food Stand,4549,-78.81682593,35.81118245,M
1307387,04092110486,ROOT ELEMENTARY CAFETERIA,3202 NORTHAMPTON ST ,,RALEIGH,NC,27609,(919) 881-4940,2009/09/14 00:00:00+00,Public School Lunchrooms,4581,-78.65043831,35.82537972,M
1307388,04092014665,Zaxby's Restaurant,4150 FAYETTEVILLE RD,,RALEIGH,NC,27603-3606,(919) 661-7772,2006/08/22 00:00:00+00,Restaurant,4599,-78.65280432,35.72361266,M
1307389,04092016583,THE CORNER TAVERN & GRILL,1301 NW MAYNARD  RD ,,CARY,NC,27513,(919) 460-0088,2013/12/19 00:00:00+00,Restaurant,4600,-78.81098892,35.78581105,M
1307390,04092017090,HONEYBAKED HAM & CAFE,14460 FALLS OF NEUSE RD ,SUITE 161,RALEIGH,NC,27614,(919) 263-1796,2015/11/20 00:00:00+00,Restaurant,4607,-78.54362008,35.94386602,M
1307391,04092110089,Creech Road Elem. Cafeteria,450 CREECH RD ,,GARNER,NC,27529-2908,(919) 662-2359 ext. 25081,1992/09/10 00:00:00+00,Public School Lunchrooms,4623,-78.5998736,35.71498362,M
1307392,04092011813,BURGER KING #4521,2241 AVENT FERRY RD ,,RALEIGH,NC,27606-2133,(919) 829-1908,1996/01/17 00:00:00+00,Restaurant,4634,-78.67605091,35.77835817,M
1307393,04092013028,PNC Arena Main Kitchen,1400 EDWARDS MILL RD,,RALEIGH,NC,27607-3624,(919) 861-2300 ext. 5,1999/10/28 00:00:00+00,Restaurant,4641,-78.7229363,35.8032419,M
1307394,04092021402,Harris Teeter #283 Deli ,8101 Fayetteville RD ,,FUQUAY VARINA,NC,27603,(919) 772-0241,2006/08/16 00:00:00+00,Food Stand,4602,-78.70123204,35.66365888,M
1307395,04092012110,Jersey Mikes,4121 NEW BERN AVE ,SUITE 101,RALEIGH,NC,27610-1379,(919) 231-0070,1997/03/20 00:00:00+00,Restaurant,4644,-78.56526592,35.80114227,M
1307396,04092011235,Olive Garden,4805 Capital Blvd,,RALEIGH,NC,27616-4483,(919) 954-8557,1993/03/09 00:00:00+00,Restaurant,4665,-78.58156068,35.85089434,M
1307397,04092030481,Same O Dame O's (WCID # 770),2201 S Wilmington St,,RALEIGH,NC,27603,(919) 896-1333,2020/06/09 00:00:00+00,Mobile Food Units,4673,-78.63902655,35.752054,M
1307398,04092030240,BIG MIKES BBQ (WCID #418),1100 E WILLIAMS ST ,"610 GLENWOOD RALEIGH, NC 27603",CARY,NC,27502,(910) 436-3112,2012/03/12 00:00:00+00,Mobile Food Units,4675,-78.8438104,35.72060287,M
1307399,04092110114,DILLARD DRIVE MIDDLE SCHOOL CAFETERIA,5200 Dillard DR ,,RALEIGH,NC,27606,(919) 233-4228 ext. 24033,1999/01/13 00:00:00+00,Public School Lunchrooms,4680,-78.72628531,35.75183334,M
1307400,04092017724,Glory Days Grill,1413 Kelly RD ,,Apex,NC,27502,(919) 434-3726,2017/11/08 00:00:00+00,Restaurant,4727,-78.89379203,35.73782787,M
1307401,04092010845,42nd St Oyster Bar,508 W JONES ST ,,RALEIGH,NC,27603-1429,(919) 831-2811,1991/04/25 00:00:00+00,Restaurant,4732,-78.6463342,35.78313026,M
1307402,04092300154,Food Lion #757 Meat Market,1100-122 Raleigh Blv,,RALEIGH,NC,27610-1076,(919) 829-7077,2000/07/01 00:00:00+00,Meat Market,4702,-78.61277558,35.79430477,M
1307403,04092300067,Pauls Cash Grocery Meat Market,7301 POOLE RD ,,RALEIGH,NC,27610-9366,,1991/08/26 00:00:00+00,Meat Market,4741,-78.51538485,35.75733791,M
1307404,04092012026,Jersey Mikes Subs,922 Us 64 HWY W ,,APEX,NC,27502,(919) 467-3900,1997/03/17 00:00:00+00,Restaurant,4759,-78.82081015,35.74556916,M
1307405,04092300094,Harris Teeter #21 Meat Market,500 OBERLIN RD ,,RALEIGH,NC,27605-1327,(919) 828-9216,1994/11/01 00:00:00+00,Meat Market,4780,-78.66105804,35.79149603,M
1307406,04092013239,Global Village Organic Coffee,2428 HILLSBOROUGH ST ,,RALEIGH,NC,27607-7248,(919) 828-4567,2000/11/22 00:00:00+00,Restaurant,4781,-78.66770199,35.78790613,M
1307407,04092021401,Harris Teeter #283 Meat/Seafood,8101 Fayetteville RD ,,FUQUAY VARINA ,NC,27603,(919) 772-0241,2006/08/16 00:00:00+00,Food Stand,4720,-78.70123204,35.66365888,M
1307408,04092018159,Dunkin Donuts #348408,13600  New Falls of Neuse RD ,,RALEIGH,NC,27614,(919) 556-0335,2019/08/27 00:00:00+00,Restaurant,4786,-78.55751775,35.94316378,M
1307409,04092018243,PIZZA HUT #9210,321  N MAIN ST ,,HOLLY SPRINGS,NC,27540,(919) 346-9020,2019/12/03 00:00:00+00,Restaurant,4809,-78.83511867,35.65582685,M
1307410,04092011465,Burger King #223,349 TRYON RD ,,RALEIGH,NC,27603-3529,(919) 772-5255,1994/03/22 00:00:00+00,Restaurant,4826,-78.65042032,35.73082159,M
